id_boleto,id_pagador,id_beneficiario,dt_emissao,dt_vencimento,dt_pagamento,vlr_nominal,vlr_baixa,tipo_baixa,tipo_especie
fe1056da7bb06dac795e811d6e37549819561d5c2717b3f7e03ceb367ae89426,7e8139dcb3d89a6ca487a13f1c12dc144c05ffbd479e406fe35d363bc10414a0,2a1bc74e8117f4972867b297c813cfd94dedb854bb7b99bc5dcb3d8f6978ddbc,2024-04-24,2024-05-08,2024-05-09,327.39,334.75,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
472bfc7576eb84737c601244df36d63de827c374b5018a27a06b56648b6976d0,4b2682d4dcccceb4dcf39d9dfbcb5615c8c0d30a0783fdd4c4f6fb0e59a1cf13,8e2568b249f079e959524ff20763e2c8db3bfb102ed540602c3beab4dda32760,2024-03-31,2024-05-15,2024-05-15,12217.97,12217.97,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
b8337f4a81f615bb4d14be382a71aafc8579573738624266e1f9b1bcef374973,62716efaeff53f4f4526583f5e413d551471a4e96f7ca284ff487a23c89cccef,32b882b0514e33ae4ffbf608156485b5e1cda7a7b9fe8a8c832988a819834a4b,2024-03-14,2024-05-02,2024-04-30,761.78,761.78,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
c8eb695ad1cbff1ed487735f65364ee95478bccd48107bbb78617ea2214bfcab,ece9f222f4e7a39f6c6ff698d7f57da720e8c6cfb8aebb7fa101f3391a44edd4,3d4c0c76c844ea0f3c52e0f8425f63b5a363b6e7e154f0f04e34f2c7c67ccff5,2024-04-24,2024-05-02,2024-07-03,509.8,,8 - Baixa integral por solicitacao da instituicao destinataria,DM DUPLICATA MERCANTIL
4748a2021a06948491853d2be15cd96c102a72cfe6d46ff56fae9974c0cb59ee,0d558babb95c9f772eb98779f9690c4643161e91fb96da87d0f127d1db74cd08,3c705d111ec13ee30079207bb0ea4060b8ec4c5b62f2844b14aace1adeefa1e7,2024-03-28,2024-05-27,2024-05-27,233.82,233.82,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
8fdf3251c27066d11b9cd20f4b64d24d2f20f51caf09c7bc5ef70f6361482cdf,7f29a1d70097c85156af420b91a45c90890718d1802e12a15b77f21e98d84584,3109b0ef9078c7d1399e0b63eef85ee76236648ac879ad3e51529a08ba00a32c,2024-04-29,2024-05-13,2024-05-13,1076.86,1076.86,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
37cf9b16f0a29891c73b48554099c90c234c183741f31ef85bc6335c60b3cf6b,5c4e91478accff470d5434bab488d851def6c45cccb808b7c9efcf035b2119a5,d00f8886814d4c8c1263428943075d2355807e97550698824c7205aa68e7bdc2,2024-03-13,2024-05-08,2024-05-08,1518.75,1518.75,0 - Baixa integral interbancaria,DMI DUPLICATA MERCANTIL INDICACAO
03d7574b50ad08455ec94dd48d6b93a25db8a0c2e0e5062645c6aee30294f1c5,67b4bed678014446e38be15e5ac39dd6514b91e64995171adb17f6fd9fc14355,bfe5b87db0fdf808041661b30daef2de56d71e252580ae3a19f6c0d4c9245d92,2024-03-15,2024-05-07,2024-05-07,144.64,144.64,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
56e494b9e676c2a86142fc9f0b656d39d0e76eb8bce6c6be109c1c9fa971ef29,f9517b71d00fdd1232c01a3f0081b60e0bdf3f5d168d73e351c66c133c92e1f1,e7088e5687392ad3042560dd96f745beb62bfda491e6bb7bcd72e2ffd64e8436,2024-02-15,2024-05-05,2024-05-06,7148.08,7148.08,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
b69035ecf244083116ff7b3c877e0f8b21349e7fb94415df76cda88b6329ea4c,f9517b71d00fdd1232c01a3f0081b60e0bdf3f5d168d73e351c66c133c92e1f1,e7088e5687392ad3042560dd96f745beb62bfda491e6bb7bcd72e2ffd64e8436,2024-03-11,2024-05-25,2024-05-27,4452.23,4452.23,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
2cc48d33d0aa8e6535fa6a55162e1f4645d74d3fd1152be91cc19b41889c138f,fa508a82fb3595f9ddc13d8a41ab5b6e37d3666b90e88bc52bcb56d9fe2d4a91,9aab7ea7a6e929f809c4ff7e9c293b65e293704291bb3f3026af4860119f99e4,2024-05-02,2024-05-22,2024-06-07,231.26,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
7c969be9a2c2a3189238a80c5c51cbaf22be10caeae0722d6a88538b1c4af6cf,5a83b8939ffdba3af47385f79b1068f588c6bf0a4442f7c48291bde6db3f5c3f,b0b5071b4f05194d7e0991c08ec49d021f093f6fbcfca0022f7b09752223d596,2024-02-28,2024-05-06,2024-05-06,5692.5,5692.5,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a3b4da743916d37cc97782d1e5697a60059bde506f37eefca5cf97c63ee28785,021fe69dbf502a6fa4371d85f952149b09fcee720d67d19d74bef4cdefe9449a,dd2dacce5d0c03be4ed1fe4264f119e26f7cf179e3ff3b918a9ec40b91fa24dc,2024-03-04,2024-05-23,2024-05-23,246.6,246.6,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a473fa44007f2b65ae725f82884a49ade7529656767dc1a83b8bb5389d13776d,63cb66be565b78257e5fef2f6b07915debf69f2c83a8fc93c26412815b2c05a5,3c705d111ec13ee30079207bb0ea4060b8ec4c5b62f2844b14aace1adeefa1e7,2024-04-22,2024-05-22,2024-05-22,422.72,422.72,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
12211acae98b2760dacdbb114b70612486ad9e1588f055b57edae67700b0e0c9,86c0fc31070c0c86726c6f62ba42ab1aae60466be7ab25771973ccdf4075bd43,c4f77ab677e7fa06a7b3ed260b8de41cd0743dff80ad90ed57619e51e12e8b7c,2024-04-26,2024-05-17,2024-05-17,200.0,200.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
d161f974c1ad56b57c98be90aa032b60eb333c602523574aa4166c26a534164b,3ec42a89b078902c554feaaf4dc27bc1596b7a98de982f96f0a99ed88c98ce37,eb2a6f45ae322c93939cc8992e64ad4c3059e8b2fdaff24000d64fa8e40ac94b,2024-04-30,2024-05-13,2024-05-13,64.86,64.86,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
036308ced8f97736cd802177281c6c3fbdc5bc65d923ac67afe6a087fb1913f8,1aeb6f5aedcd431cbe142887f421d7c21c4c008a1ef52bc6cf0b4508ddccc925,e0324639671b6688a1407945dcf062fddb1a8305085d5565cb093dc7ccefd802,2024-04-05,2024-05-06,2024-05-06,64476.0,64476.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
e5b858ea1a0e52528f45a8a5c6e97df110d4d72a158bb04b9a412f691ed9dcf0,f6af555951fa77d30a487197f28fe725b6a10744dc8213cf3e35829e4e5a9a0d,ab4be243ba6584feb0cebc8bc2f27685e4b5af9c1ca383e34d877d3909921942,2024-04-12,2024-05-27,2024-05-27,20108.9,20108.9,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
484e8ed8dacfdb1a10f3fcfd0caa85109461a97bbf366ab241386e9d12dbc665,20ec4e513e2d049267b131322a1b329b17f94c9038ca68081b97dbb8a95ce9a6,4179a4a777369c9aa8ea24b7fb83505c0110b597625b6c928c42329ef00e0d2d,2024-01-26,2024-05-25,2024-05-27,450.0,450.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
c714337a3ca5111eb556905e541f59994160571f42a87c90b8e263d41c7c433f,d420c379e08fe2e684b021ff88b8e59fa5d2bc677ac32533f6b76032631e5c02,e65d708513790444315e67dc99f5c9920047aea8cc0dc65d6134d272288d3372,2024-04-25,2024-05-24,2024-05-24,126800.0,126800.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
ecbd29066462adf35c442ef84504c407f6e5f10f8e609d9a3568f0e1a9b8bfca,883c7fdf54b6dbdcaddffbb3b7ca708b9e5f4792ac8e961c90a3ca47b25bebb2,240f19aca81b1dc43d59927556509a77f23b17b8f93eb9b3dff7bdadf8402843,2024-03-11,2024-05-10,2024-05-10,14280.0,14280.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
bf806aba92c67f8c29c8bf0aff5fe4e6609d09cee276f0b9e7d47b0ef4257965,a145b8d37ce7bea92003714a0b5aa08402538cf065a6ef994d97f19f2086aaf9,eb8711638d27a5a887c87ee1c02e29169664b4f6aa1ab8588f575690b3b1c80a,2024-04-02,2024-05-01,2024-05-02,2370.81,2370.81,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
845c1bb29e232d221bb0a99b547464a4adc14f978abf3d5ff3e898b167c6ae7a,13b631b76bf57caa9e78223b12362a86d415a6dd3d1e9440a00cd72626d90d3a,efc9f3aa8d9823e122d1d6309c2ed90f2a61144bbf4536820a2e064b8f3ae8e1,2024-05-08,2024-05-15,2024-05-15,2543.45,2543.45,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
ce49abdada590dd61b0da7ec38207c507a1df92a82a91dc674282f98bc1f60b8,2514ba724744428e8eff9b517ca2de3fda2d9de7b81d9e8b31bbd04a97775974,4dde7a3424162ce9e0727447abdb61db51b896e28051a79e4a1a2d0c6dbf0543,2024-03-04,2024-05-09,2024-05-09,43592.14,43592.14,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
ef11054cb8ddcc4fef126b790fada4773b24e0caf60db65a213ecc5625aa8432,0a89063e4a1ea89d9f2e54c8bb892b63cd9e8ed1d96458b7bf91f728aea00492,71879a6961f481cd8d623a49344a4ab15b6f68d5f696eea53437c78a5cc16aab,2024-05-03,2024-05-23,2024-05-23,24.83,24.83,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
67ed71c48c111a0ebb9db31e33b2598406df3085705a823cdccc0228131b7377,7852b73e5d7f5a56129ae262bc525e45dec3fd02cdab9d9f4192a3e3277414f7,dfd760890f1e439a5942618f6c33a7340bbfa65bff04a60c8497a1d529d3459c,2024-05-17,2024-05-28,2024-05-30,26612.16,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
6044a18fb95facca29829d18239b1d83e26ea52ada86a39de1f1a2a3d9a88a6a,dbf8b0cd10c4df35b20d9e593cfde3700612daf5006fabb7390b01dfafbc9521,98535070ea1e8485bdcada231767b2d9bf39c5189a765647ce1cb7e6e6dd89ab,2024-04-23,2024-05-04,2024-05-06,15000.0,15000.0,0 - Baixa integral interbancaria,DS DUPLICATA DE SERVICO
2e7b3a2cb6d00e8403c7f3bf47bf1e7fca754f1ad7397b3dc1682d35b671945d,dbf8b0cd10c4df35b20d9e593cfde3700612daf5006fabb7390b01dfafbc9521,98535070ea1e8485bdcada231767b2d9bf39c5189a765647ce1cb7e6e6dd89ab,2024-05-08,2024-05-25,2024-05-29,5000.0,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
fdc462e5a5d1c709481d3eeee4beb25749aa3bb8a2f50ffbadea7e800b20332d,391653ceeb9363a5aec7db49c553a8bb51e4d51888accf9f6b007d3d286ff20c,91a7ec75f9f06c84a69db87a2fb4269541fd4d0640b861530b096aede447de70,2024-03-12,2024-05-07,2024-05-05,134.12,134.12,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
26ff4c67f60e5f4ab4bf9a3c1888ea3100bc2cc0fcd7b224a4ba183b9aa1c810,5239aa6b97e46cf3afc3e5130928efd674d3849d389fc999a27e091588e3c355,61c777202bc5d30685ca27073243bc49940d97c3209582c7fc181bef4b978d43,2024-04-19,2024-05-24,2024-05-28,50000.0,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
0f9c7f8b6b69d0e0157f11decb3c614a2f06c3c68702be4de1a1d799a4dec1da,6ca9c9eea3c2e1449d9f75e2ffd4a60292e610e0e11be97324a3e585acae2c18,05b92b259b03b5b889cd96c43474f981b081cfcd02015b7b137caef07551c712,2024-02-27,2024-05-12,,3169.5,,,DM DUPLICATA MERCANTIL
c7dd7d78e64aa0ac8ab9af0bffee009cd6e0aa5c6517e8a916d89e1efb161785,60d8627cb047dd3a1736d365b9d57bd72b7dafd9bb7456ae908220ec70d317df,6a828128ca0ea66d6328b35915f9738d035a69a4dd30b6d24b2348c0e85aa39a,2024-04-26,2024-05-09,2024-05-09,1393.82,1393.82,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
9ec9244f2521b0f2674bd0112f222e1b7932b708e7017b0ccb960437568f6e1a,961960e79fc1494c8d6181f545c723d9bafeef0ef0f808e9d3fcf9062c5068ed,5bb1e90034f9d341ab329e5c809434395b08e22cf6c6830b2db688557569ec1d,2024-03-19,2024-05-06,2024-05-03,252.48,252.48,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
048ef51b31fad73910d8e1651dc17830432fa647a2269e3f2372bc270cce0777,9f34829e01be8267ed727ce4119d94460b8bf0b090ec8e4e751ca00e7374d25a,cd195a519db2e68b525ce763b1bdad78cf89cdf0962c3c878e2d312c28d5cfe6,2024-03-25,2024-05-06,2024-05-06,1150.1,1150.1,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
28e15cfece680897cc515d216ddcc8280b3314b7386dfdfd407de39c12aa86e4,08855cedc1fbc6a1dcdbf6dab2d833e9cecd9d48e46371a7586e5a6107d12fd1,72ed6259ca9224806d91e7141b5fd5cfa3cae388ac69344c1f965f14a4aa6aa3,2024-04-05,2024-05-02,2024-05-02,435.7,435.7,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
829d271de3a1fcc1cd58164a61741acbaac28ebace70730d8dbb6d47f4abbc7f,9f34829e01be8267ed727ce4119d94460b8bf0b090ec8e4e751ca00e7374d25a,cd195a519db2e68b525ce763b1bdad78cf89cdf0962c3c878e2d312c28d5cfe6,2024-04-15,2024-05-31,2024-05-29,4594.4,4594.4,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
3d33399324dc8f60df3f13eac73288d8a413b18188e77a3ebaa4bfff5dfa180a,9f34829e01be8267ed727ce4119d94460b8bf0b090ec8e4e751ca00e7374d25a,cd195a519db2e68b525ce763b1bdad78cf89cdf0962c3c878e2d312c28d5cfe6,2024-04-02,2024-05-17,2024-05-15,7117.45,7117.45,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
9616db539d65177b816584e7d009c84ef473f4513f7731be23abefc5cfda1180,2216402a5e84d3ad387c8f83bfa9f5d928a96c8c3fd6852583563de4d7c6fa9c,e1cd1d47059d1e1c166af7e1d3895fd2b595f9473e9c58496785700c9b61f755,2024-04-15,2024-05-15,2024-05-16,911.34,914.99,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
3f0069b37ccb518d43756cec701554f1bf38fe82cde6697792a9f9bdb08f0130,18f7efda417953c5d04bae43bc8a2fe8425b1fb8b7436294a6fba52624162fd0,a8b268fa88d6c8880ec5acc65ddbdcbcfc80653d70eaa1ce8cee565b81f9977f,2024-04-15,2024-05-15,2024-05-17,1299.35,,8 - Baixa integral por solicitacao da instituicao destinataria,DMI DUPLICATA MERCANTIL INDICACAO
bf16836b74d669f063d254823502f6344dda318d437d9381b7cb354b5fef6661,61f0abd773b55f90e71adc9573a68b3b37449c49970845f751f725e3af0a1d9a,f864d8f28e7829dcae4d955d80c561d1710217bbf7088d68e38f76aa34124b9a,2024-04-22,2024-05-22,2024-05-20,1928.4,1928.4,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
39470be435aae44a7fe0e4aede086ada8b9fea41dabaac5798665eeccbdce92f,92c485ef1493be00438a6d267fa9a9a568ce751d4a4c2783f2652fe3b2cd7077,f8a5ca1027925af71822a69887e33ffc7b47ef03c512815245b89a9dbf926245,2024-03-25,2024-05-08,2024-05-08,1860.0,1860.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
1d353276dac0d3d8ceb117840501e3906f7445da5dff1d94b93e25aeb2b0baad,b26e7565d7ba6aa15fd0861a3aa0ef07755065725f1e6f86775babba544efb07,5aa13b2ba1a6c61d440cfe52f393b0e820d7d448811d9db8b65baf9b06fa3e5a,2024-04-10,2024-05-10,2024-05-08,1055.0,1055.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
e7fb2121327b0b09d44a5f98b61b243d2e08f58254fb5c2b74e332ca6cf96825,84aee5e8c53da012541b374d0497c9d32687e9cdd95ac2b8f620d1e947a3b620,449af9ebf80fae8c880fa95c4025b11d99e98418ec025332c63f7b2005c7c9fd,2024-03-15,2024-05-14,2024-05-14,1947.45,1947.45,0 - Baixa integral interbancaria,DMI DUPLICATA MERCANTIL INDICACAO
342ed30ea405d3fb12206abf408b89557d5415ea72066aea76b6e89e2f4f9876,84aee5e8c53da012541b374d0497c9d32687e9cdd95ac2b8f620d1e947a3b620,8b4a7a67986a724fbc3ea10174aef547975c3d7257a3b1dc728587eb18938f1a,2024-03-24,2024-05-09,2024-05-09,15429.41,15429.41,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
7ac7aee42a28d9dc970f8a170e32792486ec4e905888c2eaedd49651e947e5d9,84aee5e8c53da012541b374d0497c9d32687e9cdd95ac2b8f620d1e947a3b620,4b89542ec312a090656d5a0d504b016f4a0936581a6f923a2973061d88865599,2024-05-06,2024-05-28,2024-05-28,395.3,395.3,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
1337015e91fe7e205b44263af89829c11b65e6e159e0b962701a2867431c1f7e,84aee5e8c53da012541b374d0497c9d32687e9cdd95ac2b8f620d1e947a3b620,3dc4aa71a53992600cfe385571829c17ddb714e296625b288528d87a424c3d7a,2024-04-18,2024-05-15,2024-05-15,1515.54,1515.54,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a9d7934c539771e3c719ab9907eb9da34e196220060dfba5dd1f2b55e6f8b5bd,84aee5e8c53da012541b374d0497c9d32687e9cdd95ac2b8f620d1e947a3b620,e80463cad8ed8a3090220587cd5abd92b38332e6fba98882339aa8b9b32a8fe0,2024-04-22,2024-05-17,2024-05-17,1710.47,1710.47,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
303e6b65ccd120f8d08eca3c6c0be0fd6e7cb475db06717eb96b754a6ea0c3f7,ac63a46cfac937ddd3faa51b00f11b90971350acc820cf8317c0722664051963,cec22bae3fe374545341c3c8a3a8ee220b56df8dc4ee10645b634112ada541c6,2024-03-19,2024-05-17,2024-05-17,2402.5,2402.5,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
8ed53ccaf2da94ba2d816d919803eb2646c4803a7a2291bb48d25a74ce359c10,46a2930e9d097dc498c7883585f656aed22a6d7b0deb12fd201196812826f56a,bcabf35647cf13ee4bae844e93e376d3ff270300e4fdd60d76aa09187e660952,2024-04-29,2024-05-14,2024-05-14,4906.06,4906.06,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
e4a45cb9ab8e8a52ae5e89fa603ca0ab0da41ba5fcb73b7eed74ece8d9e9210e,a3edb9308f0d9061066850dcfed292ce0c890df34a78e958c8af96a1c6800b34,c36103f16904f6d16f2c7a34e6a6278e1b718ab0b7fa26de1d2f55e0c901ffb1,2024-05-03,2024-05-23,2024-05-22,655.5,642.39,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
8622ecec67a4946d4beece114db27f030d5b3b2fc03323d536e77397af7cae62,6d516726815c1a55a33a79bc37baa1052f522e012c348646e193eb1e9b92d296,e8381d936e7a1d0cea27e30103fe07ddb46c806e66f6f46470ce87afd2b56689,2023-12-19,2024-05-25,2024-05-27,142579.2,142579.2,0 - Baixa integral interbancaria,OUTROS
180487f603f007f9d0cb4509b249f6c7bb72c57ec1473fc3ea03f7604fcba309,36bd0fb2aff605de694d907a2bcaa47bdce59298e77d535de1ad1434989e9e1e,fe495684bb1e7110500b06d5ef300270fa7ae514ff5f9054b20c7b600cd13e5b,2024-04-30,2024-05-21,2024-05-21,502.6,502.6,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
335049b79ea3f723859e0d755312571b422bff47e697acc29f32818078cdcabd,1a8067c87466ac072d55ff9cea1cda8b102f3d6657c8de037149f937216dbcd2,428987e4dc3b268b1bbd2328a3adb6b38996baa3fd7e1d0202bc4bf0dad0017e,2024-05-13,2024-05-14,2024-05-14,301130.12,301130.12,9 - Baixa integral interbancaria - Liquidacao via STR,DM DUPLICATA MERCANTIL
2a95a5e1a8cd82eb8413620883036ff4f311864d42805039ccd16a1427c48606,1a8067c87466ac072d55ff9cea1cda8b102f3d6657c8de037149f937216dbcd2,428987e4dc3b268b1bbd2328a3adb6b38996baa3fd7e1d0202bc4bf0dad0017e,2024-05-24,2024-05-27,2024-05-27,518279.5,518279.5,9 - Baixa integral interbancaria - Liquidacao via STR,DM DUPLICATA MERCANTIL
3218401b66561ad88520c01bbda281f7e3c4cc3a5ca4d5a638f8af49d10e3e65,d8a0354f7df2ee3d17784a894630cf8d234b09e4ec6ab803a80a3a8474b65c06,b9f7c17cba87e39c668639847244ebbd5571211aea70eb6d12005bc7d576a8e3,2024-03-26,2024-05-05,2024-05-06,10671.85,10671.85,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
3c0272d19c058697870fa8d33a2af3760c17b9399f86a66017be6d76404aee15,d8a0354f7df2ee3d17784a894630cf8d234b09e4ec6ab803a80a3a8474b65c06,87b2205cffde6a5a2ad0bd0b2981a91945458d2c0a588e1db3a369f02f3027b3,2024-04-20,2024-05-21,2024-05-21,100535.66,100535.66,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
6e79b1aa745b0261196759928c8be40d04af7eec7e9af8dbba4dadccbd49cce8,0963b1110c5af6dea1f196e362250e5f5c35f3a72c9f2e551006883beb4afbd2,2d0a2476e34e4c4326a6b411777be33ac3c4795dc0bae5e30256d28189f5a12a,2024-04-19,2024-05-31,2024-04-25,832.3,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
13ea8dd0408ca7a3fad026932e254241834fabd47c6ed9408fda080f1427c182,a6ecb8dc32c18df818cd4de2e30f0df87ab9367372a000ab4d1860cdc8a02d68,0e25d6f8ba53f65e7c785be54b302341b9034cc7c0d7e8093196e3f0b01efffc,2024-04-09,2024-05-07,2024-05-07,5566.67,5566.67,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
2fab5ccf98c1df304cdd982c1c3535b02f9e71075c52fd3da182a199c70c5eb6,490dbcafef60139e26f298760a3edf10c1cbb793f5806645c38bead1d877f7f8,5e5aa6ba90c6bf83342c4f5461976dcfef4003c026b03e9462e047f1d49f1666,2023-12-07,2024-05-07,2024-05-07,3804.38,3804.38,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
c68fb83ae222b983a3d6fbde4bc21fb2215ecdbe9ead086ec84b6684c76f0a89,dac7a73d35920d79528f1a2ba2e42c352eebdbefd46fc7e119784dbf5b9eb0e4,0b9fa198bbf1550b64616f9a118912a8bc6e3e4622aba9ef949d4fa2fcddba11,2024-04-05,2024-05-20,2024-05-28,959.0,969.24,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
b918df33fff396a47b64fc386f15b20a7098f890f5971787c7984439fa277b08,428a1eb10e886304e1cfb137bfc68ac7295cc38adb0c1e31d3890f08e718cbcd,41e38a888de9ce5455e39dd9d8f0928146d158a67de5d4af54345e64b5378d5f,2024-03-08,2024-05-17,2024-05-22,538.3,558.01,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
07aafc083d8ecc74238574ff8e6722e6d5343d87fd4683fc8c9b8b7d5e0fff3e,e14ec80ccbcd1d75796e080ceb0fe3868729eb064de9b590c3612366a1c6cdb9,eb2a6f45ae322c93939cc8992e64ad4c3059e8b2fdaff24000d64fa8e40ac94b,2024-04-30,2024-05-13,2024-05-13,230.91,230.91,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
840c2d2fe46ca4e611a78fe133baac20a5b0a2441074fa6dad0d60f0f18b3248,4660e43c72553c989706f1df4053bf452bef37e8acb6692c701139a64634a8ae,6a828128ca0ea66d6328b35915f9738d035a69a4dd30b6d24b2348c0e85aa39a,2024-04-05,2024-05-03,2024-05-03,1449.9,1449.9,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
2ed9b75b66125d38a2117da0c333f794670c14ede0ce3088aeea5dc6c57b3d76,8625003b734a313ddf87a3b6123de3c9a0b58120c12cdaf5b2bd358235341523,c23bebe8d2c948bf43ac4b64835fcc3f9b5f363856d4c2e06799cdbf3081ce72,2024-02-01,2024-05-08,2024-05-08,373.22,373.22,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
ea72c675ea0e789990fda299e5f7f699396ebe7544e2963d6a5a5e7f7520fa9a,4660e43c72553c989706f1df4053bf452bef37e8acb6692c701139a64634a8ae,dc378ee68efc58e077fd0ab0df037d96603e23ab72331240d1aaf90c45e18793,2024-04-29,2024-05-29,2024-05-29,1257.0,1257.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
fc08e8d9721b8876cf68c35b3b33ca83fd5c5aea1a027b8839c91d9e8d9322bc,d38112f6f13a10698f4bd7362d723fa348f72498e03df1be3b83900b6cd93c5d,7e6656c308486924a1f26ebef3f715aa2c8f93762906c5a50a071465a8d6a80b,2024-04-12,2024-05-09,2024-05-09,225.87,225.87,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
71850f693645a1c65d829f4a869c8cb935a602dc5475599cd95aac7a1be71591,a29076ca30ef9797b702c6b935e656b0a199012f8c04e2a9b24432af9361de01,eaa82659e4cbdb634e71f74704481a710a7dbfea135d3e81904b742b0856d3e7,2024-03-18,2024-05-02,2024-04-29,1564.5,1564.5,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
480c4b0a88ef2d8e5c6d6ec27197238d7af92a24aa454691126799d16f331f25,a7ba89e86dcce3efb3e722e7c3d09d37f0ebbd230d84421e189d88c9fd729a7d,19f31edd13db3e803353492361408afe522ff80f9aa6abb0398f3da6b7994ecd,2024-04-12,2024-05-27,2024-05-27,23750.25,23750.25,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
f70af01785c1e0d6b09f48a3ab132830da8794bf50b4a40aecad8d5bb32b90e5,f331263797bc6c68350230e4d2a18fb7cbbb12cedb28d189dc6f23407262f610,d64d4ea0fb6a2493033822e99df4efe53e5932e72de4412744af4959542df685,2024-03-22,2024-05-15,2024-05-15,8549.1,8549.1,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
27ab127023a785fff8e894c3d73a22112bd2de63c03d63e17e7bba19f40199b5,a29076ca30ef9797b702c6b935e656b0a199012f8c04e2a9b24432af9361de01,5e43353f183dbcafb11bb11da57c5994233881a6966c1b49becff77fe31dd05c,2024-04-24,2024-05-22,2024-05-10,44088.07,44088.07,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
7df5a37a7f8d249bbd54a3d6ab2d1f1a68131addfed99705ae8fddfdbfb780f3,44fad067f3150c114fe712c485137a3a21000466ee8d3572c76afbf99504aedb,3c705d111ec13ee30079207bb0ea4060b8ec4c5b62f2844b14aace1adeefa1e7,2023-12-06,2024-05-04,2024-05-06,1138.16,1138.16,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
e22860c58d1713cf3a2a398e9f75357d1b27e1c46f857450a2239c30cb0690a4,44fad067f3150c114fe712c485137a3a21000466ee8d3572c76afbf99504aedb,7d512e0efe56a3e9220656d08e40c03343023f06bb550051c2bb33a1cdccb195,2024-04-12,2024-05-17,2024-05-17,39071.0,39071.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
